[00:00:00,000 -> 00:00:02,680] 我突然明白了孙总见我的真正意义
[00:49:45,599 -> 00:49:46,559] 你等我一下就好
[00:49:46,559 -> 00:49:48,000] 我给你倒一杯美乌酒
[00:49:48,000 -> 00:49:49,199] 好 谢谢
[00:49:50,719 -> 00:49:52,159] 好久没喝金酒了
[00:49:54,159 -> 00:49:55,199] 好香啊
[00:49:55,199 -> 00:49:56,639] 这个超香超甜
[00:49:56,639 -> 00:49:57,840] 你喝过是吧
[00:49:57,840 -> 00:49:59,519] 我刚在里面跟他喝了一个
[00:49:59,519 -> 00:50:02,880] 这是老板吗
[00:50:02,880 -> 00:50:05,000] 不是 外面里面和这里面就是这里面的那个芭城哥這是老闆嗎?不是,是阿誠
[00:50:05,000 -> 00:50:07,000] 這裡外面裡邊和這裡邊
[00:50:07,000 -> 00:50:09,000] 就是這裡邊的那個芭城酒
[00:50:09,000 -> 00:50:11,000] 他酒很厲害
[00:50:13,000 -> 00:50:15,000] 好香喔
[00:50:15,000 -> 00:50:17,000] 我要加這個苗酒給你
[00:50:17,000 -> 00:50:19,000] 苗酒是什麼?
[00:50:19,000 -> 00:50:20,000] 是拉雀嗎?
[00:50:20,000 -> 00:50:21,000] 被你猜到了
[00:50:21,000 -> 00:50:22,000] Special shot
[00:50:22,000 -> 00:50:23,000] Special shot
[00:50:23,000 -> 00:50:24,000] 謝謝阿誠
[00:50:24,000 -> 00:50:25,000] 祝你快樂
[00:50:25,000 -> 00:50:26,000] 謝謝
[00:50:31,000 -> 00:50:32,000] 它好烈啊
[00:50:32,000 -> 00:50:33,000] 沒事 你們慢慢喝
[00:50:33,000 -> 00:50:34,000] 你們慢慢喝
[00:50:34,000 -> 00:50:36,000] 這是一個50 50 Martini
[00:50:36,000 -> 00:50:38,000] 55 Martini
[00:50:38,000 -> 00:50:39,000] 是什麼意思
[00:50:39,000 -> 00:50:41,000] 就是一半的Drink 一半的Wine
[00:50:41,000 -> 00:50:43,000] 所以它叫55
[00:50:43,000 -> 00:50:44,000] 一半一半
[00:50:44,000 -> 00:50:46,000] 那個Jeff Bond喜歡那個是嗎它那個是Western Martini是Jun一半的Winner所以他加50 50一半一半
[00:50:46,000 -> 00:50:48,000] Jeff Bond喜歡那個是?
[00:50:48,000 -> 00:50:50,000] 他那個是Wesper Martini
[00:50:50,000 -> 00:50:52,000] 他是以他最愛的一個
[00:50:52,000 -> 00:50:54,000] 德國女特工的名字
[00:50:54,000 -> 00:50:56,000] 去命名的Wesper
[00:50:56,000 -> 00:50:58,000] 是Modigliani
[00:50:58,000 -> 00:51:00,000] 有Jun有Wesper
[00:51:00,000 -> 00:51:02,000] 大家都會鄙視他的Chef Nostrad
[00:51:02,000 -> 00:51:04,000] 對 Chef Nostrad
[00:51:04,000 -> 00:51:06,800] 這是不對的?其實沒有說不對的
[00:51:06,800 -> 00:51:10,699] 只是說是從他那個小說開始出來的一個Martini
[00:51:10,699 -> 00:51:12,300] 然後他要Shake Not Stir
[00:51:12,300 -> 00:51:14,400] 因為Stir的話,它會很烈
[00:51:14,400 -> 00:51:18,400] 然後呢,他每一次是在去執行任務之前
[00:51:18,400 -> 00:51:20,400] 會點這一個Martini
[00:51:20,400 -> 00:51:22,800] 然後呢,他又不想這麼烈的去執行任務
[00:51:22,800 -> 00:51:24,300] 所以他Shake Not Stir
[00:51:24,300 -> 00:51:26,239] 就所以這樣子,他shake出来的话
[00:51:26,239 -> 00:51:28,239] 他的水量会更多
[00:51:28,239 -> 00:51:30,000] 就相对来说没有这么烈
[00:51:30,000 -> 00:51:32,480] 但是其实喝的酒的量是一样的
[00:51:32,480 -> 00:51:34,199] 只是稀释了一些
[00:51:34,199 -> 00:51:34,960] 有这个道理
[00:51:34,960 -> 00:51:35,400] 对
[00:51:35,400 -> 00:51:37,360] OK 你们先喝
[00:51:37,360 -> 00:51:38,000] 好的
[00:51:38,000 -> 00:51:40,920] 这就跟我威士忌对ginger ale
[00:51:40,920 -> 00:51:42,800] 最终喝的威士忌还是一样
[00:51:42,800 -> 00:51:45,440] 就像我吃冰�萨的时候吃沙拉
[00:51:45,440 -> 00:51:48,320] 但是吃最后的卡路里是更多的
[00:51:50,079 -> 00:51:52,320] all about how you think about it
[00:51:53,679 -> 00:51:56,400] 我后来想通了这一点以后吃披萨就不吃沙拉了
[00:51:57,920 -> 00:52:05,119] 但老师我觉得你现在健身减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥减肥简直几年前瘦下来
[00:52:05,119 -> 00:52:05,559] 对吧
[00:52:05,559 -> 00:52:07,000] 你是不是还得投入
[00:52:07,000 -> 00:52:07,800] 35天11公斤
[00:52:07,800 -> 00:52:08,480] 很厉害的
[00:52:08,480 -> 00:52:09,760] 他这个过去
[00:52:10,440 -> 00:52:12,400] 我们我忘了有没有之前的照片
[00:52:12,400 -> 00:52:14,480] 我们两个胖子
[00:52:14,480 -> 00:52:15,199] 198
[00:52:15,199 -> 00:52:15,760] 多大
[00:52:15,760 -> 00:52:16,599] 之前200斤
[00:52:16,599 -> 00:52:17,400] 198
[00:52:17,400 -> 00:52:17,920] 就是多久
[00:52:17,920 -> 00:52:18,840] 长什么时候的事情
[00:52:18,840 -> 00:52:20,320] 我从来没觉得你那么胖
[00:52:20,320 -> 00:52:22,760] 就是读书的时候大概180
[00:52:23,079 -> 00:52:24,679] 然后但是会慢慢长
[00:52:24,679 -> 00:52:26,599] 读书的时候可能长到190
[00:52:26,599 -> 00:52:27,880] 但仍然是个非常不显胖的
[00:52:27,880 -> 00:52:28,880] 就很帅的一个胖子
[00:52:28,880 -> 00:52:29,880] 就很帅的一个胖子
[00:52:29,880 -> 00:52:31,880] 我一般是长在肚子上
[00:52:31,880 -> 00:52:34,280] 就看着面相就感觉就有点
[00:52:34,280 -> 00:52:37,079] 对我长得像178
[00:52:37,079 -> 00:52:38,280] always sharp
[00:52:38,280 -> 00:52:39,280] always sharp
[00:52:39,280 -> 00:52:40,280] he is a person
[00:52:40,280 -> 00:52:45,159] 对啊 总之就是减肥
[00:52:45,159 -> 00:52:47,079] 减肥我会说一些什么
[00:52:47,079 -> 00:52:47,559] 这很厉害
[00:52:47,559 -> 00:52:48,440] 会说一些什么
[00:52:48,440 -> 00:52:50,639] 下一步减肥
[00:52:50,639 -> 00:52:53,880] 在体型的塑造上还有什么要求
[00:52:53,880 -> 00:52:56,480] 我不是就是駝背吗
[00:52:56,480 -> 00:52:57,400] 就是要先
[00:52:57,400 -> 00:52:58,000] 怎么改
[00:52:58,000 -> 00:52:59,639] 就需要有一些
[00:52:59,639 -> 00:53:01,679] 对就是其实你的胯
[00:53:01,679 -> 00:53:03,119] 然后你的腰
[00:53:03,119 -> 00:53:04,360] 你的胸椎
[00:53:04,360 -> 00:53:06,400] 你的颈椎都需要调
[00:53:06,400 -> 00:53:08,900] 他怎么调 你自己做一些动作还可以
[00:53:08,900 -> 00:53:09,699] 按摩的
[00:53:09,699 -> 00:53:12,500] 正骨加健身
[00:53:12,500 -> 00:53:14,699] 就是要加强你的相应的肌肉
[00:53:14,699 -> 00:53:16,199] 这两个是最重要的
[00:53:16,199 -> 00:53:18,699] 然后对也有一些动作
[00:53:18,699 -> 00:53:21,699] 这个比较重要
[00:53:21,699 -> 00:53:23,900] 其实我觉得对我来说
[00:53:23,900 -> 00:53:25,400] 我不是很想要很多肌肉
[00:53:25,400 -> 00:53:27,480] 肌肉这种东西其实是负担
[00:53:27,480 -> 00:53:29,320] 就是你不练的话就没办法
[00:53:29,320 -> 00:53:30,559] 是
[00:53:30,559 -> 00:53:33,480] 你让那四块腹肌的人告诉你一遍
[00:53:33,480 -> 00:53:35,039] 哈哈哈哈
[00:53:35,039 -> 00:53:37,079] 哎呀 这句戳中我
[00:53:37,079 -> 00:53:38,000] 行了 开演了
[00:53:38,000 -> 00:53:39,159] 我走了
[00:53:39,159 -> 00:53:39,639] 好吧
[00:53:39,639 -> 00:53:41,039] 今晚这个
[00:53:41,039 -> 00:53:45,000] 今晚这个句子都很到位啊
[00:53:46,000 -> 00:53:47,000] 都是负担都是负担
[00:53:47,000 -> 00:53:49,000] 今晚是一个奢侈品
[00:53:49,000 -> 00:53:51,000] 今晚是个奢侈品
[00:53:51,000 -> 00:53:52,000] 然后这个奢侈品
[00:53:52,000 -> 00:53:53,000] 你看你挺糊的
[00:53:53,000 -> 00:53:54,000] 我觉得
[00:53:59,000 -> 00:54:01,000] 我的话一般出去吃几顿
[00:54:01,000 -> 00:54:02,000] 回来第一件事情
[00:54:03,000 -> 00:54:04,000] 想死妈的
[00:54:04,000 -> 00:54:05,199] 见掉了
[00:54:06,719 -> 00:54:07,559] 这边是长汉人亲友的
[00:54:08,679 -> 00:54:08,920] 明天牛肉火锅
[00:54:09,480 -> 00:54:11,199] 让你转发明天早上咱们好好的
[00:54:11,199 -> 00:54:12,000] 卡丢一下
[00:54:14,239 -> 00:54:15,760] 对 你去深圳的Central Park
[00:54:15,760 -> 00:54:16,480] 跑一跑
[00:54:17,400 -> 00:54:18,639] 深圳的Central Park是啥
[00:54:18,639 -> 00:54:19,800] 就是那个Talent Park
[00:54:20,039 -> 00:54:21,000] Talent Park
[00:54:21,880 -> 00:54:24,199] 人家一个在纽约Central Park
[00:54:24,199 -> 00:54:25,400] 大清早火锅部的人有资格介绍我们什么叫深圳的深圳跑步人家一个在纽约Central Park大清早跑过步的人
[00:54:25,400 -> 00:54:27,639] 有资格介绍我们什么叫深圳的
[00:54:28,400 -> 00:54:29,199] Central Park
[00:54:31,280 -> 00:54:32,840] Central Park跑步还是不错的
[00:54:33,679 -> 00:54:34,800] 当时我只是
[00:54:36,000 -> 00:54:38,199] 我记得我在Central Park有两回
[00:54:38,440 -> 00:54:40,440] 一回就是大清早也是
[00:54:41,599 -> 00:54:43,239] 整个走过一次Central Park
[00:54:43,239 -> 00:54:44,000] 就是
[00:54:50,000 -> 00:54:51,000] 突然间理解了为什么纽约人还是三超公园肯定的呀
[00:54:51,000 -> 00:54:54,000] 而且那个景观都很像啊
[00:54:54,000 -> 00:54:55,000] 对吧
[00:54:55,000 -> 00:55:01,000] 这个三超公园旁边不就是各种各种富豪的这个大平城吗
[00:55:01,000 -> 00:55:03,000] 人才公园对面也是
[00:55:03,000 -> 00:55:05,000] 对吧明天早上我们就来点阅一下大坪城吗是人才公园对面也是来一花
[00:55:06,000 -> 00:55:08,000] 好 明天早上我们
[00:55:08,000 -> 00:55:09,000] 我就as if
[00:55:09,000 -> 00:55:10,000] 领略一下
[00:55:10,000 -> 00:55:12,000] as if I'm in the New York Central Park
[00:55:12,000 -> 00:55:13,000] 对对对
[00:55:14,000 -> 00:55:15,000] 领略一下
[00:55:17,000 -> 00:55:18,000] 那
[00:55:19,000 -> 00:55:20,000] 接下来呢
[00:55:20,000 -> 00:55:21,000] 求婚以后你们有
[00:55:21,000 -> 00:55:23,000] 很快要结婚吗
[00:55:23,000 -> 00:55:24,000] 下午8月28
[00:55:24,000 -> 00:55:25,000] 8月28号
[00:55:25,000 -> 00:55:27,840] 难道我不被邀请吗
[00:55:28,519 -> 00:55:29,199] 在哪里
[00:55:29,199 -> 00:55:30,559] 有没有个婚礼还是什么
[00:55:30,559 -> 00:55:31,079] 有
[00:55:31,079 -> 00:55:31,599] 嗯
[00:55:31,599 -> 00:55:33,880] 没有邀请你是因为我未婚妻不认识你
[00:55:33,880 -> 00:55:34,719] 哦
[00:55:34,719 -> 00:55:36,079] 的确是两个人都认识
[00:55:37,719 -> 00:55:38,960] 我会跟她商量
[00:55:40,280 -> 00:55:41,199] 我会跟她商量
[00:55:42,039 -> 00:55:43,000] 因为她想要一个小孩
[00:55:43,000 -> 00:55:44,920] 其实我也没有那么想去
[00:55:44,920 -> 00:55:45,000] 哈哈哈不是我是想邀请你的我跟他商量因为他想要一个小婚礼其实我也没有那么小气
[00:55:47,000 -> 00:55:48,000] 我是想邀请你的
[00:55:48,000 -> 00:55:51,000] 但是我之所以会没有现在给你发这张请示
[00:55:51,000 -> 00:55:53,000] 因为确实我是要跟他商量
[00:55:53,000 -> 00:55:56,000] 以及他主要是他想要一个小婚礼
[00:55:56,000 -> 00:55:57,000] 对小婚礼
[00:55:57,000 -> 00:55:59,000] 我觉得人比较少
[00:55:59,000 -> 00:56:00,000] 对所以我会跟他商量
[00:56:00,000 -> 00:56:01,000] 不但我还是很好奇啊
[00:56:01,000 -> 00:56:02,000] 你们这种
[00:56:03,000 -> 00:56:05,000] 其实我根本不相信
[00:56:05,000 -> 00:56:07,000] 距離的這種
[00:56:08,000 -> 00:56:10,000] 我覺得長距離
[00:56:10,000 -> 00:56:11,000] For what?
[00:56:14,000 -> 00:56:16,000] 這是一個
[00:56:18,000 -> 00:56:19,000] 重要的因素
[00:56:19,000 -> 00:56:20,000] 這段插得
[00:56:20,000 -> 00:56:21,000] 這段插得
[00:56:21,000 -> 00:56:23,000] 這是一個重要的因素
[00:56:23,000 -> 00:56:24,000] 但是它不是一個
[00:56:24,000 -> 00:56:26,559] 就是Deal breaker很多人說OK这是一个重要的因素但是他不是一个就是deal breaker
[00:56:26,559 -> 00:56:28,039] 他对很多人说
[00:56:28,039 -> 00:56:29,039] OK
[00:56:29,039 -> 00:56:31,199] 我如果更直接说
[00:56:31,199 -> 00:56:33,480] 我觉得身体关系很重要
[00:56:33,480 -> 00:56:34,360] 是很重要
[00:56:34,360 -> 00:56:34,599] 对
[00:56:34,599 -> 00:56:36,440] 所以离得远
[00:56:36,440 -> 00:56:38,119] What's it for?
[00:56:38,119 -> 00:56:38,840] 啊
[00:56:38,840 -> 00:56:40,119] 就离得远的话
[00:56:40,119 -> 00:56:41,559] 那就完了
[00:56:41,559 -> 00:56:43,239] 他对两个人都是suffer
[00:56:43,239 -> 00:56:44,119] 也许不是
[00:56:44,119 -> 00:56:45,000] 对有的人也许不是
[00:56:45,000 -> 00:56:47,000] 但我觉得就还挺
[00:56:47,000 -> 00:56:48,000] Hello
[00:56:48,000 -> 00:56:49,000] 是
[00:56:49,000 -> 00:56:50,000] 是Suffer
[00:56:50,000 -> 00:56:51,000] 但是
[00:56:51,000 -> 00:56:53,000] 它不是那个
[00:56:53,000 -> 00:56:54,000] 就是
[00:56:54,000 -> 00:56:55,000] 你好吃点啥嘛
[00:56:55,000 -> 00:56:56,000] 你好吃点啥嘛
[00:56:56,000 -> 00:56:57,000] 看一下
[00:56:57,000 -> 00:56:58,000] 对
[00:56:58,000 -> 00:56:59,000] 那边我们用
[00:56:59,000 -> 00:57:02,000] 就是首先我们长距离也不是说完全不见
[00:57:02,000 -> 00:57:03,000] 比如说他
[00:57:03,000 -> 00:57:04,000] 多少年
[00:57:04,000 -> 00:57:06,559] 21年年底回来了是吧
[00:57:06,559 -> 00:57:08,400] 然后22年我也去美国了
[00:57:08,400 -> 00:57:10,199] 然后我最近北也去了美国了
[00:57:10,199 -> 00:57:11,239] 所以是有见到的
[00:57:13,559 -> 00:57:15,280] 另外就是
[00:57:17,320 -> 00:57:18,440] 怎么说呢
[00:57:18,440 -> 00:57:21,039] 有一个Mindful Dating的这种概念
[00:57:22,440 -> 00:57:25,000] 就是你知道mindfulness这种东西对吧
[00:57:29,400 -> 00:57:30,559] 然后你如果说互相之间有足够多的这种connection的话
[00:57:31,159 -> 00:57:32,480] 有一种这种感觉
[00:57:32,559 -> 00:57:34,719] 就是你虽然physical不在一起
[00:57:34,719 -> 00:57:36,800] 但是mental有点这种
[00:57:36,880 -> 00:57:38,360] 虽然我说的这么绝对
[00:57:38,360 -> 00:57:41,280] 但我觉得当然人的关系不只是
[00:57:41,840 -> 00:57:42,719] close的关系
[00:57:42,719 -> 00:57:45,340] 那比方说你们结婚
[00:57:45,340 -> 00:57:47,719] 你温文旭现在还在美国对吧
[00:57:47,719 -> 00:57:48,219] 对
[00:57:48,219 -> 00:57:49,139] 那如果你们结婚之后
[00:57:49,139 -> 00:57:50,760] 你们有计划在一起是吗
[00:57:50,760 -> 00:57:51,219] 还是
[00:57:51,219 -> 00:57:51,760] 我问你
[00:57:51,760 -> 00:57:53,880] 就是更具体的计划是怎么样的
[00:57:53,880 -> 00:57:54,480] 还有
[00:57:54,480 -> 00:57:55,559] 要是你已经有了
[00:57:55,559 -> 00:57:56,300] 我来确定
[00:57:57,099 -> 00:57:59,599] 这就取决于这期视频什么时候播了
[00:58:01,099 -> 00:58:02,639] 哪期视频什么时候播了
[00:58:03,400 -> 00:58:04,599] 你说这期视频吗
[00:58:06,000 -> 00:58:09,000] 就起码是说你们结婚之后我觉得在一起是很重要的
[00:58:09,000 -> 00:58:11,000] 我觉得在一起是很重要的
[00:58:11,000 -> 00:58:14,000] 而且我会把它放到一个非常高的温馨去解决
[00:58:14,000 -> 00:58:16,000] 我认为在我看来很重要
[00:58:16,000 -> 00:58:22,000] 但你的未婚妻也可以接受你们在结婚之后
[00:58:22,000 -> 00:58:25,079] 也可以一段时间内不生活在一起吗
[00:58:25,840 -> 00:58:27,039] 他会非常不爽
[00:58:27,039 -> 00:58:29,599] 他觉得这确实不是一个
[00:58:29,599 -> 00:58:30,719] deal breaker
[00:58:30,719 -> 00:58:35,920] 但是他会希望我们都更努力的去解决这个事
[00:58:35,920 -> 00:58:37,119] 他也是工作人员
[00:58:37,119 -> 00:58:37,760] 对
[00:58:39,760 -> 00:58:41,519] 就本来他还有回国的可能性
[00:58:41,519 -> 00:58:42,719] 但是疫情之后就没有了
[00:58:47,599 -> 00:58:48,559] 那疫情之后就没有了那疫情之后没有
[00:58:48,559 -> 00:58:51,239] 那其实就是代表说疫情之后没有了
[00:58:51,239 -> 00:58:52,239] 那代表就是说
[00:58:52,679 -> 00:58:55,400] 那你们两个生活在一起的选择只有一个
[00:58:55,400 -> 00:58:56,239] 那就是你
[00:58:56,679 -> 00:58:57,880] 去到美国对吧
[00:58:58,719 -> 00:59:00,440] 我会努力解决这件事情的
[00:59:00,960 -> 00:59:02,760] 这都不是事主要是真爱
[00:59:02,760 -> 00:59:03,880] 又结婚了
[00:59:03,880 -> 00:59:05,880] 不不不具体距离是问题
[00:59:05,880 -> 00:59:07,280] 我觉得是问题
[00:59:07,280 -> 00:59:09,920] 在短时间内你可能觉得不是问题
[00:59:09,920 -> 00:59:11,599] 因为两个人的感情足够深
[00:59:11,599 -> 00:59:13,920] 但是随着相处的时间越长
[00:59:13,920 -> 00:59:16,559] 你们两人之间可能会遇到的摩擦
[00:59:16,559 -> 00:59:17,599] 或者各种原因
[00:59:17,599 -> 00:59:20,360] 因为距离导致了两个人信心没有同频
[00:59:20,360 -> 00:59:22,079] 或者心理情绪没有同频
[00:59:22,079 -> 00:59:23,960] 产生的矛盾越来越多的时候
[00:59:23,960 -> 00:59:24,960] 就会有问题
[00:59:24,960 -> 00:59:26,360] 是的或者心理情绪没有和你产生的矛盾越来越多的时候就会有很多问题是的
[00:59:26,360 -> 00:59:28,960] 但不一定靠这个
[00:59:28,960 -> 00:59:31,840] 已经marriage了还不能解约这些事吗
[00:59:31,840 -> 00:59:33,079] 动力肯定更强
[00:59:33,079 -> 00:59:35,480] 所以肯定像marriage之前就要达成一个一致
[00:59:35,480 -> 00:59:37,800] 不然的话女生应该很难
[00:59:37,800 -> 00:59:39,280] 我猜的
[00:59:39,280 -> 00:59:41,000] 我老婆是从女性的角度去
[00:59:41,000 -> 00:59:41,800] 我猜的 对
[00:59:41,800 -> 00:59:46,000] 她感觉我从我是男性角度演
[00:59:46,000 -> 00:59:48,000] 我也在乎這個事情
[00:59:48,000 -> 00:59:50,000] 對 就是總之
[00:59:50,000 -> 00:59:52,000] 這件事情我有答案
[00:59:52,000 -> 00:59:54,000] 但是還不變透明
[00:59:54,000 -> 00:59:55,000] 對
[00:59:55,000 -> 00:59:56,000] 哇塞
[00:59:56,000 -> 00:59:57,000] 還不變
[00:59:57,000 -> 00:59:59,000] 哪有我這麼好的
[00:59:59,000 -> 01:00:01,000] 就是我寫了個簡
[01:00:01,000 -> 01:00:02,000] 但是過程
[01:00:02,000 -> 01:00:03,000] 我現在不給你寫
[01:00:03,000 -> 01:00:07,119] 答案我給你不是 答案也不给你
[01:00:07,119 -> 01:00:08,559] 就是跟当年那个
[01:00:08,559 -> 01:00:11,360] 你要知道这个题是有解的就是了
[01:00:11,360 -> 01:00:12,000] 对
[01:00:12,000 -> 01:00:13,599] 都还没有解
[01:00:13,599 -> 01:00:14,880] 就是相信有个解
[01:00:14,880 -> 01:00:16,000] 相信有个解就写完了
[01:00:16,000 -> 01:00:16,800] 解就解
[01:00:16,800 -> 01:00:18,239] 这个
[01:00:18,239 -> 01:00:20,000] 这就挺牛逼的
[01:00:20,000 -> 01:00:21,920] 这个我能理解
[01:00:21,920 -> 01:00:22,880] 这个我能理解
[01:00:22,880 -> 01:00:25,599] 人是这样的嘛
[01:00:25,599 -> 01:00:27,679] 我还以为你说就是当年那个
[01:00:27,679 -> 01:00:30,320] 有些那个高考模拟题
[01:00:30,320 -> 01:00:33,280] 这个光给个数字答案
[01:00:33,280 -> 01:00:34,760] 不给过程
[01:00:34,760 -> 01:00:35,360] 对
[01:00:35,360 -> 01:00:36,320] 对
[01:00:36,320 -> 01:00:41,920] 太惨了
[01:00:41,920 -> 01:00:46,000] 那我听得懂
[01:00:46,000 -> 01:00:51,000] 是因为我不相信所有事情一下就work out
[01:00:51,000 -> 01:00:53,000] 没有任何关系提升
[01:00:53,000 -> 01:00:57,000] 他肯定是有一些基本面对了
[01:00:57,000 -> 01:00:59,000] 然后两个人慢慢慢慢去
[01:00:59,000 -> 01:01:01,000] 所以有这个信念
[01:01:02,000 -> 01:01:04,000] 但是我觉得你们两个人能够
[01:01:04,000 -> 01:01:06,719] 一个在中国一个在美国还能达成这种结婚
[01:01:06,719 -> 01:01:08,000] 我觉得很难的
[01:01:08,000 -> 01:01:09,119] 还挺震撼的
[01:01:09,119 -> 01:01:09,639] 对
[01:01:09,639 -> 01:01:11,840] 因为确实是很对的人
[01:01:11,840 -> 01:01:12,360] 对
[01:01:12,360 -> 01:01:13,000] 是很对的人
[01:01:13,000 -> 01:01:15,039] 而且两边都能接受这个决定
[01:01:15,039 -> 01:01:16,239] 我觉得需要很大的勇气
[01:01:16,239 -> 01:01:17,639] 在这样的一个情况下
[01:01:17,639 -> 01:01:19,119] 我是在认识她之后
[01:01:19,119 -> 01:01:21,280] 可能几个周间的分析都要过来
[01:01:21,280 -> 01:01:22,480] 哦
[01:01:22,480 -> 01:01:26,159] 有时候也是很喜感
[01:01:26,159 -> 01:01:28,320] 这种事情就都恰好发生的
[01:01:28,320 -> 01:01:28,840] 对吧
[01:01:28,840 -> 01:01:30,880] 在他之前我是一个不婚主义者
[01:01:31,559 -> 01:01:32,800] 哦
[01:01:33,920 -> 01:01:34,840] 我拜拜你
[01:01:34,840 -> 01:01:36,480] 就是这年龄已经很大了
[01:01:36,480 -> 01:01:37,000] 对
[01:01:37,360 -> 01:01:38,800] 如果不是一个不婚主义者的话
[01:01:38,800 -> 01:01:40,039] 不会到现在还没有结婚
[01:01:40,039 -> 01:01:40,880] 没有没有
[01:01:40,880 -> 01:01:41,480] 不打扰
[01:01:41,480 -> 01:01:43,960] 你说你之前是不婚主义者
[01:01:43,960 -> 01:01:45,400] 但是他之前是不婚主义者你认识他你是不婚主义但是他之前是不婚主义者
[01:01:45,400 -> 01:01:46,280] 你认识他
[01:01:46,280 -> 01:01:47,280] 你是不婚主义者
[01:01:47,280 -> 01:01:47,679] 对
[01:01:50,880 -> 01:01:51,800] 不打不打
[01:01:51,800 -> 01:01:53,440] 那你之前不婚主义
[01:01:53,440 -> 01:01:55,599] 是为什么选择不婚主义
[01:01:55,599 -> 01:01:57,079] 你会觉得婚姻给你带来
[01:01:57,079 -> 01:01:58,199] 也不算不婚主义吧
[01:01:58,199 -> 01:02:00,719] 就是我没有看到婚姻的意义
[01:02:00,719 -> 01:02:02,320] 不是说我决定不结婚
[01:02:02,320 -> 01:02:03,639] 是我不知道为什么要结婚
[01:02:03,639 -> 01:02:04,559] 对大概是这样子
[01:02:04,559 -> 01:02:06,000] 听起来好玩
[01:02:06,000 -> 01:02:08,000] 那现在他有什么意义呢
[01:02:08,000 -> 01:02:10,000] 对啊就我想跟他结婚
[01:02:10,000 -> 01:02:12,000] 对但你现在会觉得
[01:02:12,000 -> 01:02:14,000] 结婚对你有了意义
[01:02:14,000 -> 01:02:16,000] 意义是什么呢
[01:02:16,000 -> 01:02:18,000] 可以跟这个人在
[01:02:18,000 -> 01:02:20,000] 长期的在一起稳定的在一起
[01:02:20,000 -> 01:02:22,000] 我觉得结婚不是我们长期稳定在一起的必要条件
[01:02:22,000 -> 01:02:24,000] 但是我想跟他结婚
[01:02:24,000 -> 01:02:25,500] 这个是重要的
[01:02:28,000 -> 01:02:29,500] 还是有一些难言之隐吧
[01:02:29,500 -> 01:02:31,500] 可能就不方便播放了
[01:02:32,500 -> 01:02:33,500] 没有难言之隐
[01:02:33,500 -> 01:02:34,500] 就是这句话
[01:02:34,500 -> 01:02:35,500] 就是
[01:02:35,500 -> 01:02:37,500] 就是 但你想啊
[01:02:37,500 -> 01:02:38,500] 就是我不觉得
[01:02:39,500 -> 01:02:40,500] 真的冷
[01:02:40,500 -> 01:02:41,500] 我需要通过结婚保住她
[01:02:41,500 -> 01:02:42,500] 然后外套
[01:02:42,500 -> 01:02:44,500] 但是我确实就是很想跟她结婚
[01:02:44,500 -> 01:02:46,500] 我觉得我跟她结婚会让我更开心
[01:02:46,500 -> 01:02:50,000] 对 开心就是那个仪式嘛
[01:02:50,000 -> 01:02:52,000] 对啊 差不多
[01:02:52,000 -> 01:02:54,000] 因为经常来讲的话
[01:02:54,000 -> 01:02:56,000] 就是我想象跟她结婚和我
[01:02:56,000 -> 01:02:58,000] 跟她在一起但是不跟她结婚
[01:02:58,000 -> 01:03:00,000] 我会很明显感觉到
[01:03:00,000 -> 01:03:02,000] 我更想跟她结婚
[01:03:02,000 -> 01:03:04,000] 差异了
[01:03:04,000 -> 01:03:05,400] 那说明你还是感受到
[01:03:05,400 -> 01:03:06,599] 这个结婚的意义
[01:03:06,599 -> 01:03:07,840] 我来照个自拍
[01:03:07,840 -> 01:03:09,960] 然后我来分享一下
[01:03:09,960 -> 01:03:11,199] 利益相关者
[01:03:13,199 -> 01:03:14,960] 利益相关者
[01:03:15,239 -> 01:03:16,239] Stick Holder是吧
[01:03:17,719 -> 01:03:18,639] 那我也拍一个
[01:03:18,639 -> 01:03:20,159] 你来一个
[01:03:20,159 -> 01:03:21,000] 可能你能
[01:03:21,000 -> 01:03:21,800] 正常一点
[01:03:24,519 -> 01:03:25,639] 还有那个坚果
[01:03:25,639 -> 01:03:27,039] 坚果是吧
[01:03:27,039 -> 01:03:27,679] 好的
[01:03:36,440 -> 01:03:37,440] 有点黑啊
[01:03:37,440 -> 01:03:39,719] 它那个会自动点亮的
[01:03:39,719 -> 01:03:40,480] 点亮
[01:03:40,480 -> 01:03:41,079] 油花曝光的
[01:03:42,360 -> 01:03:43,199] 你这可以
[01:03:43,199 -> 01:03:44,000] 可以
[01:03:44,000 -> 01:03:44,880] 好
[01:03:44,880 -> 01:03:45,679] 好有它曝光的你试一个这可以
[01:03:46,599 -> 01:03:52,599] Good
[01:03:54,400 -> 01:03:55,800] 我今天早上到6点钟起床从日本回来
