[00:00:00,000 -> 00:00:01,240] 大家好
[00:56:21,519 -> 00:56:22,599] 因為這個東西不存在
[00:56:22,599 -> 00:56:27,400] 就好像Lululemon它做到了athleisure這個category的第一它賣的不是一個瑜伽褲
[00:56:27,400 -> 00:56:29,800] 它賣的是這個Athlete Leisure這個生活風格
[00:56:29,800 -> 00:56:31,199] 我們賣的是
[00:56:31,199 -> 00:56:33,440] 現在賣的確實是戶外沙發而已
[00:56:33,440 -> 00:56:34,280] 但是呢
[00:56:34,280 -> 00:56:35,880] 我們最終賣的就是這個
[00:56:35,880 -> 00:56:37,199] Outdoor Living這個生活風格
[00:56:37,199 -> 00:56:38,039] 因為這會成為
[00:56:38,039 -> 00:56:39,280] 已經在成為一個主流
[00:56:39,280 -> 00:56:40,920] 而且是在快速上升
[00:56:40,920 -> 00:56:43,480] 那麼這裡面肯定需要一個品牌去支撐它
[00:56:43,480 -> 00:56:46,719] 那這是一個我們的一個mission
[00:56:46,719 -> 00:56:49,679] 那這也是為什麼大家就在一起做這個事情
[00:56:49,679 -> 00:56:51,400] 我們的mission statement就是說
[00:56:51,400 -> 00:56:55,239] We want to inspire healthier, happier and more fulfilling lives
[00:56:55,239 -> 00:56:57,679] through outdoor living products
[00:56:57,679 -> 00:56:59,599] 那當然作為我自己的背景來說
[00:56:59,599 -> 00:57:00,840] 我這裡面還有很多私心啊
[00:57:00,840 -> 00:57:02,840] 假如說對這個中美的
[00:57:02,840 -> 00:57:05,840] 這個made in China的看法
[00:57:05,840 -> 00:57:07,119] 我是很小就來美國
[00:57:07,119 -> 00:57:08,920] 我是自己見證了
[00:57:08,920 -> 00:57:10,679] 而且當然去美國是一個比較
[00:57:10,679 -> 00:57:12,360] 南方的一個比較偏僻的地方
[00:57:12,719 -> 00:57:15,639] 我是見證了中國的文化其實是被
[00:57:15,639 -> 00:57:16,639] 蔑視的
[00:57:16,639 -> 00:57:19,719] 是有這種不被看不起
[00:57:19,719 -> 00:57:21,559] 因為我當時01年來美國
[00:57:21,559 -> 00:57:22,840] 02年來美國
[00:57:22,840 -> 00:57:24,960] 然後見證了它到08年奧運會
[00:57:24,960 -> 00:57:27,880] 到後面經濟的發展的這樣一個過程
[00:57:27,880 -> 00:57:30,840] 我覺得這個東西是一個很好的事情
[00:57:30,840 -> 00:57:32,639] 到現在中美貿易戰等等
[00:57:32,639 -> 00:57:34,760] 所以這個東西就是說
[00:57:34,760 -> 00:57:36,320] 怎麼樣讓中美
[00:57:36,320 -> 00:57:39,039] 就是政治就不講了
[00:57:39,039 -> 00:57:40,199] 但是就是說人命之間
[00:57:40,199 -> 00:57:42,400] 怎麼就更多理解
[00:57:42,400 -> 00:57:44,239] 我覺得它其實不需要很複雜
[00:57:44,239 -> 00:57:45,119] 你就是可以通過一些
[00:57:45,119 -> 00:57:46,000] everyday items
[00:57:46,000 -> 00:57:46,800] 很簡單的
[00:57:46,800 -> 00:57:48,320] 每天都會用的一些產品
[00:57:48,320 -> 00:57:49,599] 你就能去慢慢去改變
[00:57:49,599 -> 00:57:51,599] 我覺得其實Alter在這裡邊
[00:57:51,599 -> 00:57:52,559] 意義特別特別大
[00:57:52,559 -> 00:57:53,400] 因為我自己想了
[00:57:53,400 -> 00:57:54,480] 就是日本製造
[00:57:54,480 -> 00:57:55,679] 它其實一開始它也
[00:57:55,679 -> 00:57:57,119] 它就是像中國製造一樣的
[00:57:57,119 -> 00:57:58,159] 這種image
[00:57:58,159 -> 00:57:59,159] 但是我們現在說到
[00:57:59,159 -> 00:58:00,079] 日本的任何東西
[00:58:00,079 -> 00:58:00,880] 連日本的酒
[00:58:00,880 -> 00:58:02,719] 大家都覺得OK是質量好
[00:58:02,719 -> 00:58:04,400] 那你如果Alter作為一個
[00:58:04,400 -> 00:58:05,800] 就是環保的先鋒
[00:58:05,800 -> 00:58:08,599] 然後又是質量的代名詞
[00:58:08,599 -> 00:58:09,679] 然後Made in China
[00:58:09,679 -> 00:58:12,239] 這個東西就是會改變很多人的想法
[00:58:12,239 -> 00:58:14,440] 我覺得它其實是一個很了不起的事情
[00:58:14,440 -> 00:58:15,480] 就是對
[00:58:15,480 -> 00:58:16,480] 所以說我也就是
[00:58:16,480 -> 00:58:18,280] 我覺得採訪你特別特別有意義
[00:58:18,280 -> 00:58:19,960] 因為這件事情其實是
[00:58:19,960 -> 00:58:24,480] 你雖然聽上去好像是做的所有的東西都很正確
[00:58:24,480 -> 00:58:26,079] 聽起來不是很難
[00:58:26,079 -> 00:58:29,119] 但是這是一個真的是很難做成的事
[00:58:29,119 -> 00:58:30,679] 就像你的這個
[00:58:30,679 -> 00:58:31,920] 就像你的這個Shell一樣
[00:58:31,920 -> 00:58:33,039] 你做出來以後你發現
[00:58:33,039 -> 00:58:34,639] OK, makes so much sense
[00:58:34,639 -> 00:58:36,199] 但是你在做之前
[00:58:36,199 -> 00:58:38,119] 你怎麼會想到一個中國的企業
[00:58:38,119 -> 00:58:40,800] 然後去做了美國最貴的這個DTC品牌
[00:58:40,800 -> 00:58:42,760] 然後做的是戶外家具又注重環保
[00:58:42,760 -> 00:58:44,079] 然後一個全美國的團隊
[00:58:44,079 -> 00:58:45,699] 最後還增長這麼快
[00:58:45,699 -> 00:58:47,000] 我覺得真的是
[00:58:47,000 -> 00:58:50,300] 就是你拿到的融資
[00:58:50,300 -> 00:58:53,800] 並不能justify你本身的巨大價值
[00:58:53,800 -> 00:58:55,840] 很多人會用自己融了多少資
[00:58:55,840 -> 00:58:57,000] 來說我到底是
[00:58:57,000 -> 00:58:57,840] 我到底有多成功
[00:58:57,840 -> 00:59:00,800] 但是我覺得融資並沒有完全的
[00:59:00,800 -> 00:59:02,000] 展現你的價值
[00:59:02,000 -> 00:59:02,800] 謝謝你
[00:59:02,800 -> 00:59:04,000] 這個
[00:59:04,000 -> 00:59:05,280] You're too kind真的這麼想我其實完全的展现你的价值谢谢你这个
[00:59:05,280 -> 00:59:06,119] You're too kind
[00:59:07,000 -> 00:59:07,679] 真的这么讲
[00:59:07,679 -> 00:59:08,239] 我也想了
[00:59:08,239 -> 00:59:09,639] 就是我其实完全不会夸人
[00:59:09,639 -> 00:59:11,119] 我只会夸事情
[00:59:11,119 -> 00:59:13,280] 但是我想到什么我就会说什么
[00:59:13,280 -> 00:59:15,360] 最后我刚刚漏了一个问题
[00:59:15,360 -> 00:59:18,960] 就是你说你在2021年增长10倍的话
[00:59:18,960 -> 00:59:20,239] 你觉得你的运营
[00:59:20,239 -> 00:59:22,280] 或者说是人才各方面
[00:59:22,280 -> 00:59:24,000] 你觉得会有什么挑战吗
[00:59:24,000 -> 00:59:26,840] 其实说到底到这个扩张的时候其实就是人才各方面你覺得會有什麼挑戰嗎其實說到底到這個擴張的時候
[00:59:26,840 -> 00:59:28,139] 其實就是人才的問題
[00:59:28,139 -> 00:59:31,440] 所以我想來這樣的平台也是想這個
[00:59:31,440 -> 00:59:33,800] 對吧這個做一個招聘
[00:59:33,800 -> 00:59:36,139] 就是我們還是非常需要
[00:59:36,139 -> 00:59:41,639] 這個很有共同志向的朋友加入我們
[00:59:41,639 -> 00:59:44,840] 然後我們在物流方面的話
[00:59:44,840 -> 00:59:45,000] 都有這種頂尖的人才包括我的VP of Operations不同志向的朋友加入我們然後我們在物流方面的話
[00:59:45,000 -> 00:59:47,000] 都有這種頂尖的人才
[00:59:47,000 -> 00:59:48,000] 包括我的VP of Operations
[00:59:48,000 -> 00:59:49,000] 他當時是
[00:59:49,000 -> 00:59:51,000] 哈佛MBA出來之後呢
[00:59:51,000 -> 00:59:52,000] 做了好幾年的比較
[00:59:52,000 -> 00:59:53,000] 很大的P&L
[00:59:53,000 -> 00:59:54,000] 做這種Medical Equipment
[00:59:54,000 -> 00:59:55,000] 自己創過業
[00:59:55,000 -> 00:59:57,000] 然後很有才華
[00:59:57,000 -> 00:59:58,000] 也是非常authentic
[00:59:58,000 -> 00:59:59,000] 很genuine的一個人
[00:59:59,000 -> 01:00:01,000] 他當時中國新年的時候
[01:00:01,000 -> 01:00:03,000] 反而我的幾個中國同事
[01:00:03,000 -> 01:00:04,000] 沒有說什麼
[01:00:04,000 -> 01:00:05,019] 但他第一個他是一個同志黨的白人
[01:00:05,019 -> 01:00:07,019] 他跟我來了一句好長好長一段話
[01:00:07,019 -> 01:00:10,480] 就是他表達了他在Alter這幾年工作
[01:00:10,480 -> 01:00:11,519] 對中國文化的理解
[01:00:11,519 -> 01:00:15,860] 然後對中國的同事的一些connection
[01:00:15,860 -> 01:00:17,860] 所以我們的團隊
[01:00:17,860 -> 01:00:19,519] 我們現在大概40人
[01:00:19,519 -> 01:00:23,460] 然後我們今年確實擴張的非常的快
[01:00:23,460 -> 01:00:26,000] 有一個很大的goal
[01:00:26,000 -> 01:00:34,000] 所以我們需要各種各樣的人才,技術上的,材料科學上的產品經理
[01:00:34,000 -> 01:00:39,000] 物流的,operation, marketing, designing的,不管是實體還是digital
[01:00:39,000 -> 01:00:41,000] 我們都有這樣的一個崗位
[01:00:41,000 -> 01:00:45,000] 而且如果你去我們的招聘網站livealter.com slash careers
[01:00:45,000 -> 01:00:50,000] 我們下面有個按鍵是說pitch your dream job
[01:00:50,000 -> 01:00:52,000] 因為我其實很相信
[01:00:52,000 -> 01:00:58,000] 找到對的人比要把一個人裝到一個職位裡面更加重要
[01:00:58,000 -> 01:00:59,000] 因為作為一個創業公司來說
[01:00:59,000 -> 01:01:01,000] 我們還是很早期
[01:01:01,000 -> 01:01:02,000] 我們問題很多很多很多
[01:01:02,000 -> 01:01:04,000] 需要去解決的東西很多很多
[01:01:04,000 -> 01:01:07,280] 可以去創造價值的機會也很多很多
[01:01:07,280 -> 01:01:10,800] 所以更重要的是找到這種志同道合的人
[01:01:10,800 -> 01:01:13,639] 然後有這種想法有能力的人去幫我們做事情
[01:01:13,639 -> 01:01:18,559] 我相信有很多小夥伴都是應該是很感興趣
[01:01:18,559 -> 01:01:21,119] 但是我還是想更target一點
[01:01:21,119 -> 01:01:25,239] 就是你想像一下你的2021年的快接近年紀了你現在銷售額是10倍到20倍那你覺得最大的隱憂是什麼?
[01:01:25,239 -> 01:01:29,239] 或者說你最希望有一個人可以過來解決的問題是什麼?
[01:01:29,239 -> 01:01:31,239] 嗯,你這個問題問得很好
[01:01:31,239 -> 01:01:33,239] 我覺得今年他肯定
[01:01:33,239 -> 01:01:35,239] 如果2020年是一個
[01:01:35,239 -> 01:01:37,239] 希望他不是一個常態對吧
[01:01:37,239 -> 01:01:39,239] 2020年常態就是他所有東西都不是常態
[01:01:39,239 -> 01:01:41,239] 那今年的話我覺得
[01:01:41,239 -> 01:01:46,599] 當然他有可能會發現一些黑天鵝時間但是我認為他可能會發現一些黑天鵝時間希望它不是一個常態2020年常態就是它所有東西都不是常態那今年的話我覺得
[01:01:46,599 -> 01:01:51,000] 當然它還有可能會發現一些黑天鵝事件等等
[01:01:51,000 -> 01:01:53,599] 我們就不說這個外界環境了
[01:01:53,599 -> 01:01:54,599] 就說自己
[01:01:54,599 -> 01:01:56,400] 我問這個問題是想說
[01:01:56,400 -> 01:01:58,199] 你到一個10倍的銷量
[01:01:58,199 -> 01:02:00,000] 你覺得你的能力短板在哪裡
[01:02:00,000 -> 01:02:03,000] 你這個公司現在的能力短板在哪裡
[01:02:03,000 -> 01:02:06,000] 就比如說你是造不出來那麼多貨了呢
[01:02:06,000 -> 01:02:08,000] 還是你的這個marketing跟不上了
[01:02:08,000 -> 01:02:10,000] 還是你的客服還是等等其他
[01:02:10,000 -> 01:02:13,000] 你如果說明天讓我增十倍
[01:02:13,000 -> 01:02:15,000] 那我覺得這些都可能跟不上
[01:02:15,000 -> 01:02:16,000] 對不對
[01:02:16,000 -> 01:02:17,000] 不管在生產還是marketing還是
[01:02:17,000 -> 01:02:19,000] 但今年的話
[01:02:19,000 -> 01:02:21,000] 因為要去做到這樣的一個
[01:02:21,000 -> 01:02:22,000] 這樣的一個goal的話
[01:02:22,000 -> 01:02:26,000] 我覺得這方面的投入是在人才方面去輸入
[01:02:26,000 -> 01:02:28,000] 所以我覺得你要是實在問我就說
[01:02:28,000 -> 01:02:32,000] 有一個東西是我們最難去克服的
[01:02:37,000 -> 01:02:38,000] 你說物用態度
[01:02:38,000 -> 01:02:42,000] 你最希望有一個優秀的人可以把這個東西做好的
[01:02:42,000 -> 01:02:45,000] 可以把这个东西做好的
[01:02:47,000 -> 01:02:48,000] 我们现在其实在这个
[01:02:52,000 -> 01:02:55,000] Marketing团队是确实是比较需要一个非常有经验的就是把这个投放的这个数字
[01:02:55,000 -> 01:02:59,000] 从去年的平均可能六位数到
[01:02:59,000 -> 01:03:01,000] 今年的七位可能甚至更高
[01:03:01,000 -> 01:03:03,000] 就是更高这样的一个每个月的这样一个投放
[01:03:03,000 -> 01:03:05,199] 投放度的这样的这样的人才
[01:03:05,199 -> 01:03:07,480] 因为我们渠道今年也会
[01:03:07,639 -> 01:03:09,000] 投放渠道越来越丰富
[01:03:09,000 -> 01:03:11,000] 包括线上线下传统
[01:03:11,280 -> 01:03:13,199] 然后这样的我觉得在
[01:03:13,440 -> 01:03:15,639] 做营销的方面的人才我们是很需要
[01:03:15,639 -> 01:03:17,800] 我们团队现在也非常好
[01:03:17,800 -> 01:03:19,280] 当然去年也做到了
[01:03:19,599 -> 01:03:21,280] 全美国增长最快的TC品牌
[01:03:21,280 -> 01:03:21,880] 这样的一个指标
[01:03:21,880 -> 01:03:23,679] 今天出来的新闻是Digital 100
[01:03:23,679 -> 01:03:25,960] 然后我们是Holman Garden的第一位包括超越了很多美国其他的的TC品牌這樣的一個指揮今天出來的新聞是Digital 100然後我們是Holman Garden的第一位
[01:03:25,960 -> 01:03:29,280] 包括超越了很多美國的其他的電商品牌
[01:03:29,280 -> 01:03:32,199] 這個是Outdoor比Wayfair的排名較高
[01:03:32,199 -> 01:03:32,440] 是吧
[01:03:32,440 -> 01:03:33,400] 就是已經是第一
[01:03:33,400 -> 01:03:34,440] 那個是Google
[01:03:34,440 -> 01:03:34,639] 對
[01:03:34,639 -> 01:03:36,119] 但這個是一個第三方機構
[01:03:36,119 -> 01:03:37,559] 就給我們評
[01:03:37,559 -> 01:03:40,559] 就是根據一些外部數據去評估的
[01:03:40,559 -> 01:03:41,920] 去年的那個數據
[01:03:41,920 -> 01:03:43,000] 你們是50
[01:03:43,000 -> 01:03:44,920] 就是增長第一的那個排名
[01:03:44,920 -> 01:03:45,000] 應該是一個月的去年的數據你們是增長第一的排名
[01:03:45,000 -> 01:03:48,000] 應該是一個月的visit是53k
[01:03:49,000 -> 01:03:52,000] 我忘了具體的
[01:03:52,000 -> 01:03:55,000] 但是我相信如果是10倍增長的話
[01:03:55,000 -> 01:03:58,000] 那就已經是起碼是10倍
[01:03:59,000 -> 01:04:00,000] 對對對
[01:04:00,000 -> 01:04:04,000] 所以這方面可能是我們現在是最急需的
[01:04:04,000 -> 01:04:06,760] 但是其實我覺得都是燃眉之急
[01:04:06,760 -> 01:04:10,000] 不管是因為我們Q2開始要做我們這個
[01:04:10,000 -> 01:04:12,800] Naper Showroom的一個平台的又一次
[01:04:12,800 -> 01:04:14,480] 再一次的挖掘和開發
[01:04:14,480 -> 01:04:16,320] 這裡面怎麼做成一個
[01:04:16,320 -> 01:04:19,519] 說白了怎麼做成一個retail界的Airbnb
[01:04:19,519 -> 01:04:23,760] 這裡面很多產品經理和設計師和工程師的需求
[01:04:23,760 -> 01:04:26,239] 這個是我們今年的一個很大的目標
[01:04:26,239 -> 01:04:29,840] 就是把Nibbler Showroom這個平台給做起來
[01:04:29,840 -> 01:04:32,880] 然後在物流方面當然了
[01:04:32,880 -> 01:04:33,840] 物流我們現在
[01:04:33,840 -> 01:04:38,719] 我們兩週前還登陸了澳洲做測試
[01:04:38,719 -> 01:04:42,559] 那麼我們今年可能會考慮加拿大
[01:04:42,559 -> 01:04:43,599] 然後中東等等
[01:04:43,599 -> 01:04:44,960] 所以物流上面
[01:04:44,960 -> 01:04:48,000] supply chain方面的話我們肯定也是在找人
[01:04:48,000 -> 01:04:50,000] 所以全方面的
[01:04:50,000 -> 01:04:52,000] 好的,好的
[01:04:52,000 -> 01:04:56,000] 那我差不多正好一个小时,我今天采访就到这里吧
[01:04:56,000 -> 01:05:00,000] 我觉得采访非常高效,很多很多的干货
[01:05:00,000 -> 01:05:03,000] 好好好,谢谢,对,很享受,谢谢你的问题
[01:05:03,000 -> 01:05:05,400] 多谢多谢OK那先这样
[01:05:05,400 -> 01:05:07,760] 我们在微信或者clubhouse上见
[01:05:07,760 -> 01:05:09,360] 是的
[01:05:09,360 -> 01:05:10,320] OK拜拜
